"","study","variable","subsample","percentage","n","comment","value","mean","sd","median","moment","minimum","maximum","qualitative","size","recruitmentSetting","year","startyear","endyear","geography","descent","samplingMethod","samplingAselect","dependent","datatype","specifiesSubsample","frequency","depVarValue","depVarName","period","varType","intensitySpecification","specificationUnits","specificationTimeframe","aboutBinging","aboutAlcoholism","labels","recodeToCategory","gramsAlcoholSpecifiedByAuthors_mean","gramsAlcoholSpecifiedByAuthors_sd","gramsInOneUnitToUse","gramsAlcoholFromUnits_mean","gramsAlcoholFromUnits_sd","gramsAlcohol_mean","gramsAlcohol_sd","timeframeForGrams","gramTimeframeMultiplier","gramsAlcohol_mean_perday","gramsAlcohol_sd_perday","alcoholGrams_ci.lb","alcoholGrams_ci.ub"
"159","May2005.r","Smoking current","Case mothers","66",53,"Extracted from Table 3, page 1195",1,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,34.98,1,"FAS diagnosis","current","any","any day","NA","NA","FALSE","NA",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","May2005.r","Smoking current","Control mothers","30.1",109,"Extracted from Table 3, page 1195",1,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,32.809,0,"FAS diagnosis","current","any","any day","NA","NA","FALSE","NA",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","May2005.r","Current alcohol consumption","Case mothers",NA,53,"Current alcohol consumption no. drinks per week. Extracted from Table 3, page 1194",NA,12.6,13.1,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FAS diagnosis","current","units","weekday","units","per week","FALSE","FALSE",NA,NA,NA,NA,"12.389",156.1014,162.2959,156.1014,162.2959,"week",0.142368240930869,22.223881724846,23.1057817932923,15.8551394235927,28.5926239764073
"162","May2005.r","Current alcohol consumption","Control mothers",NA,109,"Current alcohol consumption no. drinks per week. Extracted from Table 3, page 1194",NA,1,2.9,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,"FAS diagnosis","current","units","weekday","units","per week","FALSE","FALSE",NA,NA,NA,NA,"12.389",12.389,35.9281,12.389,35.9281,"week",0.142368240930869,1.76380013689254,5.11502039698836,0.792673725315941,2.73492647468406
"163","May2005.r","Current tobacco use","Case mothers",NA,53,"Extracted from Table 3, page 1195",NA,27.5,32,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FAS diagnosis","current","NA","weekday","g","per week","FALSE","FALSE",NA,NA,27.5,32,"10",NA,NA,27.5,32,"week",0.142368240930869,3.91512662559891,4.55578370978782,2.65939700976237,5.17085619023763
"164","May2005.r","Current tobacco use","Control mothers",NA,109,"Extracted from Table 3, page 1195",NA,9.3,17.1,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,"FAS diagnosis","current","NA","weekday","g","per week","FALSE","FALSE",NA,NA,9.3,17.1,"10",NA,NA,9.3,17.1,"week",0.142368240930869,1.32402464065708,2.43449691991786,0.861816388538614,1.78623281146139
"165","May2005.r","Binge current","Case mothers","69.6",53,"Current binge drinking (3+ drinks) 1 or more days during past week. Extracted from Table 3, page 1194",1,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,36.888,1,"FAS diagnosis","current","frequency","any day","NA","days per week","TRUE","FALSE",NA,NA,NA,NA,"10",NA,NA,NA,NA,"day",1,NA,NA,NA,NA
"166","May2005.r","Binge current","Control mothers","5.5",109,"Current binge drinking (3+ drinks) 1 or more days during past week. Extracted from Table 3, page 1194",1,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,5.995,0,"FAS diagnosis","current","frequency","any day","NA","days per week","TRUE","FALSE",NA,NA,NA,NA,"10",NA,NA,NA,NA,"day",1,NA,NA,NA,NA
"167","May2005.r","Current alcohol consumption a weekend","Case mothers",NA,53,"Current use of alcohol weekend no. drinks. Extracted from Table 3, page 1194",NA,11.1,11.1,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,1,"FAS diagnosis","current","units","weekendday","units","weekend","FALSE","FALSE",NA,NA,NA,NA,"12.389",137.5179,137.5179,137.5179,137.5179,"week",0.142368240930869,19.5781815195072,19.5781815195072,14.1817662045299,24.9745967954701
"168","May2005.r","Current alcohol consumption a weekend","Control mothers",NA,109,"Current use of alcohol weekend no. drinks. Extracted from Table 3, page 1194",NA,0.9,2.7,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"numeric",FALSE,NA,0,"FAS diagnosis","current","units","weekendday","units","weekend","FALSE","FALSE",NA,NA,NA,NA,"12.389",11.1501,33.4503,11.1501,33.4503,"week",0.142368240930869,1.58742012320329,4.76226036960986,0.683267958052772,2.49157224194723
"169","May2005.r","Drinking before","Case mothers","61.5",53,"Extracted from Table 3, page 1194",1,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,32.595,1,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","May2005.r","Drinking before","Control mothers","19.4",109,"Extracted from Table 3, page 1194",1,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,21.146,0,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","May2005.r","Drinking before","Case mothers","1.9",53,"Extracted from Table 3, page 1194",2,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,1.007,1,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","May2005.r","Drinking before","Control mothers","2.2",109,"Extracted from Table 3, page 1194",2,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,2.398,0,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","May2005.r","Drinking before","Case mothers","28.8",53,"Extracted from Table 3, page 1194",3,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,15.264,1,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","May2005.r","Drinking before","Control mothers","9.7",109,"Extracted from Table 3, page 1194",3,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,10.573,0,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","May2005.r","Drinking before","Case mothers","7.7",53,"Extracted from Table 3, page 1194",4,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.081,1,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","May2005.r","Drinking before","Control mothers","67.7",109,"Extracted from Table 3, page 1194",4,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,73.793,0,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","May2005.r","Drinking before","Case mothers","0",53,"Extracted from Table 3, page 1194",5,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,1,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","May2005.r","Drinking before","Control mothers","1.1",109,"Extracted from Table 3, page 1194",5,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,1.199,0,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","May2005.r","Smoking before","Case mothers","61.5",53,"Extracted from Table 3, page 1195",1,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,32.595,1,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","May2005.r","Smoking before","Control mothers","15.7",109,"Extracted from Table 3, page 1195",1,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,17.113,0,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","May2005.r","Smoking before","Case mothers","7.7",53,"Extracted from Table 3, page 1195",2,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.081,1,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","May2005.r","Smoking before","Control mothers","10.2",109,"Extracted from Table 3, page 1195",2,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,11.118,0,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","May2005.r","Smoking before","Case mothers","5.8",53,"Extracted from Table 3, page 1195",3,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.074,1,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","May2005.r","Smoking before","Control mothers","3.7",109,"Extracted from Table 3, page 1195",3,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.033,0,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","May2005.r","Smoking before","Case mothers","25",53,"Extracted from Table 3, page 1195",4,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,13.25,1,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","May2005.r","Smoking before","Control mothers","70.4",109,"Extracted from Table 3, page 1195",4,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,76.736,0,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","May2005.r","Smoking before","Case mothers","0",53,"Extracted from Table 3, page 1195",5,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,1,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","May2005.r","Smoking before","Control mothers","0",109,"Extracted from Table 3, page 1195",5,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,0,"FAS diagnosis","before","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking before",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","May2005.r","Smoking during","Case mothers","75.5",53,"Extracted from Table 3, page 1195",1,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,40.015,1,"FAS diagnosis","during","any","NA","NA","NA","FALSE","FALSE",NA,"Smoking during",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","May2005.r","Smoking during","Control mothers","30.3",109,"Extracted from Table 3, page 1195",1,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"logical",FALSE,33.027,0,"FAS diagnosis","during","any","NA","NA","NA","FALSE","FALSE",NA,"Smoking during",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","May2005.r","Alcohol consumption: during first trimester","Case mothers","54.7",53,"Extracted from Table 3, page 1194",1,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,28.991,1,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","May2005.r","Alcohol consumption: during first trimester","Control mothers","11.7",109,"Extracted from Table 3, page 1194",1,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,12.753,0,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","May2005.r","Alcohol consumption: during first trimester","Case mothers","5.7",53,"Extracted from Table 3, page 1194",2,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.021,1,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","May2005.r","Alcohol consumption: during first trimester","Control mothers","3.6",109,"Extracted from Table 3, page 1194",2,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.924,0,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","May2005.r","Alcohol consumption: during first trimester","Case mothers","32.1",53,"Extracted from Table 3, page 1194",3,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,17.013,1,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","May2005.r","Alcohol consumption: during first trimester","Control mothers","4.5",109,"Extracted from Table 3, page 1194",3,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,4.905,0,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","May2005.r","Alcohol consumption: during first trimester","Case mothers","7.5",53,"Extracted from Table 3, page 1194",4,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.975,1,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","May2005.r","Alcohol consumption: during first trimester","Control mothers","78.4",109,"Extracted from Table 3, page 1194",4,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,85.456,0,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","May2005.r","Alcohol consumption: during first trimester","Case mothers","0",53,"Extracted from Table 3, page 1194",5,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,1,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","May2005.r","Alcohol consumption: during first trimester","Control mothers","1.8",109,"Extracted from Table 3, page 1194",5,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,1.962,0,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","May2005.r","Smoking during first trimester","Case mothers","58.5",53,"Extracted from Table 3, page 1195",1,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,31.005,1,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","May2005.r","Smoking during first trimester","Control mothers","14.8",109,"Extracted from Table 3, page 1195",1,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,16.132,0,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","May2005.r","Smoking during first trimester","Case mothers","13.2",53,"Extracted from Table 3, page 1195",2,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,6.996,1,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","May2005.r","Smoking during first trimester","Control mothers","10.2",109,"Extracted from Table 3, page 1195",2,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,11.118,0,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","May2005.r","Smoking during first trimester","Case mothers","5.7",53,"Extracted from Table 3, page 1195",3,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.021,1,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","May2005.r","Smoking during first trimester","Control mothers","2.8",109,"Extracted from Table 3, page 1195",3,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.052,0,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","May2005.r","Smoking during first trimester","Case mothers","22.6",53,"Extracted from Table 3, page 1195",4,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,11.978,1,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","May2005.r","Smoking during first trimester","Control mothers","71.3",109,"Extracted from Table 3, page 1195",4,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,77.717,0,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","May2005.r","Smoking during first trimester","Case mothers","0",53,"Extracted from Table 3, page 1195",5,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0,1,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","May2005.r","Smoking during first trimester","Control mothers","0.9",109,"Extracted from Table 3, page 1195",5,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,0.981,0,"FAS diagnosis","1st","any","NA","NA","NA","FALSE","FALSE","smoked about the same vs current use | smoked less | smoked more | did not smoke | stopped during this period","Smoking first trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","May2005.r","Alcohol consumption: during second trimester","Case mothers","52.8",53,"Extracted from Table 3, page 1194",1,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,27.984,1,"FAS diagnosis","2nd","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption second trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","May2005.r","Alcohol consumption: during second trimester","Control mothers","8.1",109,"Extracted from Table 3, page 1194",1,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,8.829,0,"FAS diagnosis","2nd","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption second trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","May2005.r","Alcohol consumption: during second trimester","Case mothers","5.7",53,"Extracted from Table 3, page 1194",2,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,3.021,1,"FAS diagnosis","2nd","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption second trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","May2005.r","Alcohol consumption: during second trimester","Control mothers","2.7",109,"Extracted from Table 3, page 1194",2,NA,NA,NA,1,NA,NA,NA,116,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,2.943,0,"FAS diagnosis","2nd","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption second trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","May2005.r","Alcohol consumption: during second trimester","Case mothers","34",53,"Extracted from Table 3, page 1194",3,NA,NA,NA,1,NA,NA,NA,53,"school",NA,1999,2001,"South Africa","non-native","retrospective",FALSE,FALSE,"ordinal",FALSE,18.02,1,"FAS diagnosis","2nd","any","NA","NA","NA","FALSE","FALSE","drank about the same vs current use | drank less | drank more | did not drink | stopped during this period","Alcohol consumption second trimester",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
